"time";"level";"processed_jobs";"open_jobs";"type";"message";"data"
30.0012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!40; number:40 queue:16 sub:30 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=1)";"{'job': {'id': 'w0!40', 'workload_name': 'w0', 'number': '40', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 16, 'submit_time': 30, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 1}"
30.0012;2;0;0;"job_scheduled";"Scheduled job (<Job w0!40; number:40 queue:16 sub:30 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>)";"{'job': {'id': 'w0!40', 'workload_name': 'w0', 'number': '40', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 16, 'submit_time': 30, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}}"
30.1012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!41; number:41 queue:17 sub:30.1 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=1)";"{'job': {'id': 'w0!41', 'workload_name': 'w0', 'number': '41', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 17, 'submit_time': 30.1, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 1}"
30.1012;2;0;0;"job_scheduled";"Scheduled job (<Job w0!41; number:41 queue:17 sub:30.1 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>)";"{'job': {'id': 'w0!41', 'workload_name': 'w0', 'number': '41', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 17, 'submit_time': 30.1, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}}"
30.104;2;0;0;"job_completion_received";"Job has completed its execution (<Job w0!40; number:40 queue:16 sub:30 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:30.0012 fin:30.104 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>)";"{'job': {'id': 'w0!40', 'workload_name': 'w0', 'number': '40', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 16, 'submit_time': 30, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 30.0012, 'finish_time': 30.104, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.104;2;0;0;"job_completed";"Remove completed job and free resources: <Job w0!40; number:40 queue:16 sub:30 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:30.0012 fin:30.104 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>";"{'job': {'id': 'w0!40', 'workload_name': 'w0', 'number': '40', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 16, 'submit_time': 30, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 30.0012, 'finish_time': 30.104, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.2012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!42; number:42 queue:18 sub:30.2 reqtime:100 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=1)";"{'job': {'id': 'w0!42', 'workload_name': 'w0', 'number': '42', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 18, 'submit_time': 30.2, 'requested_time': 100, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 1}"
30.2012;2;0;0;"job_scheduled";"Scheduled job (<Job w0!42; number:42 queue:18 sub:30.2 reqtime:100 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>)";"{'job': {'id': 'w0!42', 'workload_name': 'w0', 'number': '42', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 18, 'submit_time': 30.2, 'requested_time': 100, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}}"
30.204;2;0;0;"job_completion_received";"Job has completed its execution (<Job w0!41; number:41 queue:17 sub:30.1 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:30.1012 fin:30.204 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>)";"{'job': {'id': 'w0!41', 'workload_name': 'w0', 'number': '41', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 17, 'submit_time': 30.1, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 30.1012, 'finish_time': 30.204, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.204;2;0;0;"job_completed";"Remove completed job and free resources: <Job w0!41; number:41 queue:17 sub:30.1 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:30.1012 fin:30.204 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>";"{'job': {'id': 'w0!41', 'workload_name': 'w0', 'number': '41', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 17, 'submit_time': 30.1, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 30.1012, 'finish_time': 30.204, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.3012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!43; number:43 queue:19 sub:30.3 reqtime:10 res:6 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=1)";"{'job': {'id': 'w0!43', 'workload_name': 'w0', 'number': '43', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 19, 'submit_time': 30.3, 'requested_time': 10, 'requested_resources': 6, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 1}"
30.3012;2;0;0;"job_scheduled";"Scheduled job (<Job w0!43; number:43 queue:19 sub:30.3 reqtime:10 res:6 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>)";"{'job': {'id': 'w0!43', 'workload_name': 'w0', 'number': '43', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 19, 'submit_time': 30.3, 'requested_time': 10, 'requested_resources': 6, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}}"
30.4012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!44; number:44 queue:20 sub:30.4 reqtime:100 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=1)";"{'job': {'id': 'w0!44', 'workload_name': 'w0', 'number': '44', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 20, 'submit_time': 30.4, 'requested_time': 100, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 1}"
30.4034;2;0;0;"job_completion_received";"Job has completed its execution (<Job w0!43; number:43 queue:19 sub:30.3 reqtime:10 res:6 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:30.3012 fin:30.4034 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>)";"{'job': {'id': 'w0!43', 'workload_name': 'w0', 'number': '43', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 19, 'submit_time': 30.3, 'requested_time': 10, 'requested_resources': 6, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 30.3012, 'finish_time': 30.4034, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.4034;2;0;0;"job_completed";"Remove completed job and free resources: <Job w0!43; number:43 queue:19 sub:30.3 reqtime:10 res:6 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:30.3012 fin:30.4034 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>";"{'job': {'id': 'w0!43', 'workload_name': 'w0', 'number': '43', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 19, 'submit_time': 30.3, 'requested_time': 10, 'requested_resources': 6, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 30.3012, 'finish_time': 30.4034, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.4034;2;0;0;"job_scheduled";"Scheduled job (<Job w0!44; number:44 queue:20 sub:30.4 reqtime:100 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>)";"{'job': {'id': 'w0!44', 'workload_name': 'w0', 'number': '44', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 20, 'submit_time': 30.4, 'requested_time': 100, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}}"
30.5012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!45; number:45 queue:21 sub:30.5 reqtime:10 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=1)";"{'job': {'id': 'w0!45', 'workload_name': 'w0', 'number': '45', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 21, 'submit_time': 30.5, 'requested_time': 10, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 1}"
30.5012;2;0;0;"job_scheduled";"Scheduled job (<Job w0!45; number:45 queue:21 sub:30.5 reqtime:10 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>)";"{'job': {'id': 'w0!45', 'workload_name': 'w0', 'number': '45', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 21, 'submit_time': 30.5, 'requested_time': 10, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}}"
30.6034;2;0;0;"job_completion_received";"Job has completed its execution (<Job w0!45; number:45 queue:21 sub:30.5 reqtime:10 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:30.5012 fin:30.6034 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>)";"{'job': {'id': 'w0!45', 'workload_name': 'w0', 'number': '45', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 21, 'submit_time': 30.5, 'requested_time': 10, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 30.5012, 'finish_time': 30.6034, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.6034;2;0;0;"job_completed";"Remove completed job and free resources: <Job w0!45; number:45 queue:21 sub:30.5 reqtime:10 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:30.5012 fin:30.6034 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>";"{'job': {'id': 'w0!45', 'workload_name': 'w0', 'number': '45', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 21, 'submit_time': 30.5, 'requested_time': 10, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 30.5012, 'finish_time': 30.6034, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.7034;2;0;0;"job_completion_received";"Job has completed its execution (<Job w0!42; number:42 queue:18 sub:30.2 reqtime:100 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:30.2012 fin:30.7034 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>)";"{'job': {'id': 'w0!42', 'workload_name': 'w0', 'number': '42', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 18, 'submit_time': 30.2, 'requested_time': 100, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': 30.2012, 'finish_time': 30.7034, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.7034;2;0;0;"job_completed";"Remove completed job and free resources: <Job w0!42; number:42 queue:18 sub:30.2 reqtime:100 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:30.2012 fin:30.7034 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>";"{'job': {'id': 'w0!42', 'workload_name': 'w0', 'number': '42', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 18, 'submit_time': 30.2, 'requested_time': 100, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': 30.2012, 'finish_time': 30.7034, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.9056;2;0;0;"job_completion_received";"Job has completed its execution (<Job w0!44; number:44 queue:20 sub:30.4 reqtime:100 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:30.4034 fin:30.9056 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>)";"{'job': {'id': 'w0!44', 'workload_name': 'w0', 'number': '44', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 20, 'submit_time': 30.4, 'requested_time': 100, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': 30.4034, 'finish_time': 30.9056, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
30.9056;2;0;0;"job_completed";"Remove completed job and free resources: <Job w0!44; number:44 queue:20 sub:30.4 reqtime:100 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:30.4034 fin:30.9056 stat:COMPLETED_SUCCESSFULLY ret:0 comment:None>";"{'job': {'id': 'w0!44', 'workload_name': 'w0', 'number': '44', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 20, 'submit_time': 30.4, 'requested_time': 100, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': 30.4034, 'finish_time': 30.9056, 'state': 'COMPLETED_SUCCESSFULLY', 'success': True, 'return_code': 0, 'comment': None}}"
40.0012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!50; number:50 queue:22 sub:40 reqtime:1000 res:5 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=1)";"{'job': {'id': 'w0!50', 'workload_name': 'w0', 'number': '50', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 22, 'submit_time': 40, 'requested_time': 1000, 'requested_resources': 5, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 1}"
40.0012;2;0;0;"job_scheduled";"Scheduled job (<Job w0!50; number:50 queue:22 sub:40 reqtime:1000 res:5 prof:{'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>)";"{'job': {'id': 'w0!50', 'workload_name': 'w0', 'number': '50', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 22, 'submit_time': 40, 'requested_time': 1000, 'requested_resources': 5, 'profile': {'type': 'parallel_homogeneous', 'cpu': 500000000.0, 'com': 0, 'ret': 0}, 'profile_name': '5', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}}"
40.1012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!51; number:51 queue:23 sub:40.1 reqtime:10 res:6 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=1)";"{'job': {'id': 'w0!51', 'workload_name': 'w0', 'number': '51', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 23, 'submit_time': 40.1, 'requested_time': 10, 'requested_resources': 6, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 1}"
40.2012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!52; number:52 queue:24 sub:40.2 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=2)";"{'job': {'id': 'w0!52', 'workload_name': 'w0', 'number': '52', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 24, 'submit_time': 40.2, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 2}"
40.2012;2;0;0;"job_scheduled";"Scheduled job (<Job w0!52; number:52 queue:24 sub:40.2 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>)";"{'job': {'id': 'w0!52', 'workload_name': 'w0', 'number': '52', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 24, 'submit_time': 40.2, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}}"
40.2012;2;0;0;"schedule_wihout_delaying";"Scheduled job (<Job w0!52; number:52 queue:24 sub:40.2 reqtime:10 res:2 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:40.2012 fin:None stat:SUBMITTED ret:None comment:None>) without delaying priorities ([""<Job w0!51; number:51 queue:23 sub:40.1 reqtime:10 res:6 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>""])";"{'job': {'id': 'w0!52', 'workload_name': 'w0', 'number': '52', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 24, 'submit_time': 40.2, 'requested_time': 10, 'requested_resources': 2, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 40.2012, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'priority_jobs': [{'id': 'w0!51', 'workload_name': 'w0', 'number': '51', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 23, 'submit_time': 40.1, 'requested_time': 10, 'requested_resources': 6, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}]}"
40.2012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!53; number:53 queue:25 sub:40.2 reqtime:2 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=2)";"{'job': {'id': 'w0!53', 'workload_name': 'w0', 'number': '53', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 25, 'submit_time': 40.2, 'requested_time': 2, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 2}"
40.2012;2;0;0;"job_scheduled";"Scheduled job (<Job w0!53; number:53 queue:25 sub:40.2 reqtime:2 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>)";"{'job': {'id': 'w0!53', 'workload_name': 'w0', 'number': '53', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 25, 'submit_time': 40.2, 'requested_time': 2, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}}"
40.2012;2;0;0;"schedule_wihout_delaying";"Scheduled job (<Job w0!53; number:53 queue:25 sub:40.2 reqtime:2 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:40.2012 fin:None stat:SUBMITTED ret:None comment:None>) without delaying priorities ([""<Job w0!51; number:51 queue:23 sub:40.1 reqtime:10 res:6 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>""])";"{'job': {'id': 'w0!53', 'workload_name': 'w0', 'number': '53', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 25, 'submit_time': 40.2, 'requested_time': 2, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': 40.2012, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'priority_jobs': [{'id': 'w0!51', 'workload_name': 'w0', 'number': '51', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 23, 'submit_time': 40.1, 'requested_time': 10, 'requested_resources': 6, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}]}"
40.2012;2;0;0;"job_submission_received";"Received job submission from Batsim (job=<Job w0!54; number:54 queue:26 sub:40.2 reqtime:2 res:1 prof:{'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0} start:None fin:None stat:SUBMITTED ret:None comment:None>, open_jobs_in_queue=2)";"{'job': {'id': 'w0!54', 'workload_name': 'w0', 'number': '54', 'parent_id': '', 'parent_workload_name': '', 'parent_number': '', 'queue_number': 26, 'submit_time': 40.2, 'requested_time': 2, 'requested_resources': 1, 'profile': {'type': 'parallel_homogeneous', 'cpu': 100000000.0, 'com': 0, 'ret': 0}, 'profile_name': '1', 'start_time': None, 'finish_time': None, 'state': 'SUBMITTED', 'success': False, 'return_code': None, 'comment': None}, 'open_jobs_in_queue': 2}"
